Plate ID,Reports Count,Plate Issuer,Plate Status,Unique vehicles,Tags,Seen at Whipple,Plate Record Notes,Images,Last Seen,Last Location Seen,Plate,Submit Report
04AUZU (FL),3,FL - Florida,Highly suspected ICE,"Silver  Mitsubishi , Silver SUV Mitsubishi Eclipse",Tinted/blacked-out windows,checked,,c969a6ebdb7cb1109ce2d31ce14e145ade285121f1c684aa0f8f7c9bcddc9825.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/48r8mECxC53i4Co7nv0PhA/zkoN0uuzq145j0meTbIyAVrHrQlznfiBnBh2HXWlN5IwHq7hwjVmwoOQMxF8BTC8KrhrIEbBFYSLREjSU6Ik3sF6ORLKPnAD6h20ikMF_WEafaKq0MV4NpRy4xJkw3KR5hoz19B6HfU4rMNQZPv88BSkFNC1_NBWfhkU6YrZlF91c2BRDgLlzR4pqxDLjZA_JVYQgLfBmZCpwxQ-96cPfzuE003pzUO5Ppx995QbcSs/QWAx4dmhqcgG6oHB1TE3F2ExElAZ28j6UJTRDQyUtDc),1/17/2026 8:34am,Whipple,04AUZU,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=04AUZU&prefill_Plate+Issuer=FL%20-%20Florida
04BMNG,5,,Confirmed ICE,Black SUV Ford Expedition,"Tinted/blacked-out windows, ICE agent(s) seen in vehicle, ICE decals/insignia, ""Intimidation (observing, filming, etc.)"", Tinted/blacked-out windows, Missing license plate(s)",checked,,,1/19/2026 2:14pm,"Walmart Supercenter at 700 American Blvd E, Bloomington, MN 55420",04BMNG,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=04BMNG
04EJRI (FL),1,FL - Florida,Highly suspected ICE,Dark SUV Ford Edge,,checked,,IMG_5917.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/O497yfx1MmYjbBYlYawtfg/sN9ljM835pKbd3711GccWknU1koALQ0UB4Iq04XLuLTJrVnepNBobOvpeD5nWsNbXLy92WVPIFMN09pR9Kzuuv3KhcLQc9nRZBxpgpK2ntYDVlhmV1Y9rBWp0fP_diOKAg3bTj-TjQbMw1Ni92Q5dipLcezd3E1zHJkmE1T_XqY/3jK5vJKkP-lQ4ytKc0WDC12EcxYthm-JcxXa0hsLDtA),1/12/2026 10:45am,Whipple,04EJRI,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=04EJRI&prefill_Plate+Issuer=FL%20-%20Florida
0543AZ (FL),5,FL - Florida,Confirmed ICE,"Dark gray / grey Crossover Toyota Highlander, Black SUV Toyota Other (describe in notes), Black SUV Toyota , Dark SUV Toyota Other (describe in notes)","ICE agent(s) seen in vehicle, Seen in a convoy, ICE agent(s) seen in vehicle, ICE agent(s) seen in vehicle",checked,,"Image-1.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/6rIy-koqRSYuSGMdRT9zKQ/Wg6smCvjX5XtKERPkousC89NLzoynmDCJIzu1I83UppJ0WTZc5Ep0lqazaHLxnYwmbA4t3Ko3NdcEKQu6bnvRPydsXvBCTW8om_vIYLcpSPdJxjcUEEmtnxqsHSuTIgZxioxsRcNwmB7v_71cZbexku7GMnV2ZkQdsIVC37S3tE/Hf5zPZuCsMPeWm1ZzQqrgoQmjolmpLpBrxvAP-KMXZ8),Image-1.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/7Nakl3t2JupP80UWlULv3Q/aYmQSOcB170zttL6m_sZktQIhLqNAK0B06Z2m6kjhmF4UW1RvuN2ma3GbyI0ip8GSiCi9S6x3W6SY5I-9seYMb6F2TZ83NTtc9hjkiRf3ZGDiZ7s1UZi7Nc8yfkj56EAEIQ9E7dmYjq5NTnbZs6wHoYLKHsSBj9NdnbBWEuGIag/XlZSvogGMxsRi4SGZD88D_dcjBj1rYIb2Fi3QxURj4g)",1/13/2026 12:01pm,Whipple,0543AZ,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=0543AZ&prefill_Plate+Issuer=FL%20-%20Florida
056KXH (MN),5,MN - Minnesota,Confirmed ICE,"Gray / grey Van RAM , Silver Truck Dodge ,    , Gray / grey  RAM , Gray / grey Truck RAM ","ICE agent(s) seen in vehicle, Present at raid or abduction",checked,,IMG_2832.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/RhlDtBmePJhsACQmS2mVsw/_6MXgbTnEXJMKmRAYgFrgVKVza8WXLvMCX-53mm1wQTf5OYYyCFlSYCu8QHZe1RAEWOv1okp45YnCG196QMNZQTwMJteCj11o7lj5qWGHsZf1q6_wyNS4vrhlcGRuYMvye1SMQTw-W0vrfQ2AGPsTCpTdXTIjexHf8pCg-tyFNM/9HlonRB-HqF5Ay1Qr9GBbgRLLnt2Wy_SHbXtlfIYmJo),1/14/2026 11:53am,Whipple,056KXH,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=056KXH&prefill_Plate+Issuer=MN%20-%20Minnesota
063KXJ (MN),15,MN - Minnesota,Confirmed ICE,"Black SUV Ford , Blue SUV Ford , Blue SUV  ,  SUV Ford Explorer, Blue  Ford ,   Ford Explorer, Blue Minivan Ford Other (describe in notes), Black SUV Ford Explorer, Black SUV Ford Expedition, Blue SUV Ford Explorer","ICE agent(s) seen in vehicle, Tinted/blacked-out windows",checked,Also entered as 062KXJ,"063KXJ_back.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/P16yInZkwF6TE2hjS_xgFg/dMPuqkp-hQNPHmAkpaxlOAuJEZLbp6r05lujfYecULXp6gV01k6mlOR6pnOBlU6LWH4ubS2R01udAWKxqk31noZO_XHs55BPO6U31mWvzyHPoPBsQNWNuRTThHQY3x8ERG281gwuGUYYZT46E4OcvNJBJaCVjCnE1aJcm9R7a8E/bHWxySjJ7ie3KzrxvYfY7db4CcIIN736HBMqgkC1IVY),063KXJ_close.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/ngJu09A9wGdBW5KH0iScuw/A-fi1I4LdKfTz2OQAt7QGn2kqSfBCT1bJzZ9v-puGT6bLzlDBbYadRMGNYYXfn7FQFA9lOyqlPLDYsz5xPKFFSbveyHjWEEZlw_Gb3eFAEWFCDdJhl1QWJlijAvb0e1Is0V21Sn2MPOUl34U7g0NZb2YUKVdcVuomgVLB6qvd6M/pyNazTBrQMIgBOggI1goqxe3NBfWBqrpiuYcFCl9Vp4),063KXJ.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/O4W11c76k0-DfhvMNYHbbA/mf97un1DEgeqq2RfYPJEJUWB8MitfEvuDgUwjUczkvYP-d7hgjw0wkDtFSXknv9bvl1OmnVLAD_qI4w4Ljs8CkpOryrmoG0EraA39r_RdNoR1VUCZnUSjh2gAGcbKOCFkpZYhO44rE79Z2nqDYSC3_njC9Rtb0ijNkwzzj_qU6M/1sSI_nKLoLSF7DKZMbW-L9FNQxMFfuXAWES2WGtJdxQ),IMG_1598.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/IkoFyEeFM0_iQSJPjDHBTg/-fimpUbZ5rGne0JsyQkXoSK-2G4jWaAAVFV3D7Yci3YCS6UoFXUx3vSRA-jQchqO3AjMcdRrKXdsKceKMuy6uMTMJfBcqsmqgLDk0D-NvktS62UGk-3coSZgjl1nBRhCZDPnr3tZnGzOX5KnUQvFVbRXYcI52eOXHaEp4Rxen-w/ZoAy3o8PobyZKckHoNagwz9vwZ-93OGiFDx2VgKdXV4),07514440aa8595c8283146e71a2411ce51e0b99077822324304d6edde4123622.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/3CI-eYcDAPP_sqHF7yEotw/4aMzPQSm_LW4juRVj0ugBfDy8tKZ4W95lajU9XCJz85RSMFHnG2bB4lTX3EVd3aib43ngilHOtmYuocPBRjclmXTK--bNIsI2G94070CMW60uBmTORGhVH3poIDKGZptTjwf11mmEteYC91X-0K0pfhxpuvxEtLhWwzC2M_UMYuHQNFadE7l1affk3WNNCw01PCOSxDoyd7nHVT5D_irtOLLppqZWZhAeDQ-8V718UM/IYA25C1DsUwv1wdmHi2HGICMQC58nEHcxNfddqKi5MQ)",1/14/2026 3:42pm,Whipple,063KXJ,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=063KXJ&prefill_Plate+Issuer=MN%20-%20Minnesota
066BVA (ND),3,ND - North Dakota,Confirmed ICE,White Truck Ford F-150,ICE agent(s) seen in vehicle,checked,,"e03468b36d2c63de2e6fff71268d2add30fb593c31e376e2c9d5fbd643e12ae1.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/P9P8udF5A7BduhNm38yr3w/EplnERG2fo0c-6BxSUE5_ri7sgXR0iDMPTCNsVhPwkQ3azZvl51t0CIYf_NNgyFfGlCyIo-GVftnJy4Fr6x5AJA1-id1q_KgtK_UQfaUPjdLONmVK0O3a4TOD_Nin21u3b7aAZOzRTYWuqPY4_m7zMdXR13T2fGmCwQOFkBcvBWVlHX2Cl9lx9YbLK_HFELZ5lxMh_ZEHg3pir6uHrIMl_PDkxqgpfZ1gGiQmuVgmx4/8d70t_rohUA0gD5LTJvW38OCntyI2M_UFlZGMO5U5-E),aae6c00cdad2937ef0aa8da692144d9df95437500a467d57de99b89118f3224f.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/mz5WqaA3qWKQ2IoFFUoCvw/XbZblyllqYDYc8H3aCi7CYsbaFj230OdA-4TWPGVLkW9bs0z2To8fMAcWUF_c1Q6mBxy_gbctA7UuYrEZPwvdyEkfPEUPnemh9mKrGiJkIQ5ia4nBuowz2M9Oma3LIBPzLsNJaRgYugLTVsOMkBttf2U2jpqa-hYL23u4A-a6scHuUUYtTsHW5JrOxTN9XAgEhCQ3BbhCHl45_jaDBseUW8t41CwkY17vSPWbXgFu6E/8bQMQ8yQkzPh3fvnvy-1vRJUVfJ6PdWc-nI46-RoFrs)",1/17/2026 2:00pm,Whipple,066BVA,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=066BVA&prefill_Plate+Issuer=ND%20-%20North%20Dakota
06BYJY (FL),15,FL - Florida,Confirmed ICE,"   , Silver Sedan Nissan Versa,   Nissan , Silver Sedan Nissan , White Sedan Toyota Corolla, White Sedan Nissan Versa, White Sedan Nissan , Silver Sedan  , Silver Sedan Nissan Altima",,checked,,06BYJY.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/xfy-stnTpurTyzfjY-X3wg/yUQkrVO1OGiMhPazmptkd9-00fn1jtCVJUxcYuA1S01z3LTuikX3xvlhhcnGSaALu7b9K17uQRsYHqWb6yT_7SnkcYpQ6f8R4oFqAtBp_J-IgbMU2J_qi8s3D6KtpKFJk56j5NqG3XS0s7b8vHpH_Y6FTrEzhzhp_37oQBmFTU0/Q9E8xpn8pQHh2wvJZ8lwoJ7aj_rJbTdFRq-XNQRp9kU),1/12/2026 6:55am,,06BYJY,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=06BYJY&prefill_Plate+Issuer=FL%20-%20Florida
071QNQ (CO),3,CO - Colorado,Confirmed ICE,"Black SUV Ford Edge, Dark SUV Ford Edge","Involved in abduction, Present at raid or abduction",checked,,IMG_2351.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/9mUrwFVN9MKtZgL8E_nPWQ/7W8ynLTWpr590jBTD8lbic3o7sm-ooA6T4abvQ6r4rpyvQqJbClIcgIMQ_D8nK-hwFDOR4eQJgjM0rxpwRiMAYLZmY2LPi4nkUavMCVeOo7ZgXyjtd0frZY4IVYtAw06TuKM4JMIH8tju1JBHuhqp4wCYONjBgQFLgWhlO5AKnc/cMWv4E_-YAT-w7ibb1MZD7O9lEmnWhQCj-V3eY29P_4),1/14/2026 8:09pm,Whipple,071QNQ,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=071QNQ&prefill_Plate+Issuer=CO%20-%20Colorado
075BAF,1,,Confirmed ICE,Black Truck RAM ,ICE agent(s) seen in vehicle,checked,,,1/8/2026 8:15am,Whipple,075BAF,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=075BAF
0809C9 (NV),3,NV - Nevada,Confirmed ICE,"White SUV  , Dark   , White SUV Dodge Durango",,checked,,,1/11/2026 11:24am,Whipple,0809C9,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=0809C9&prefill_Plate+Issuer=NV%20-%20Nevada
082KTM (MN),15,MN - Minnesota,Confirmed ICE,"White Van Ford , White Van Chevrolet (Chevy) , White Van Ford Transit, White Van  ,    ,  Van Ford Transit, White Van  Transit","Involved in abduction, Present at raid or abduction, Involved in abduction, Tinted/blacked-out windows",checked,,"082KTM-gray-SUV-11-icelot_12-30_outgoing.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/FSHCXcI3sACJWB4dATWOmA/s2MnTO4A5YnCgBCejDBn-8cLWUr-f481UX1TzNLI6-0IuilbldWaiA3tlkiytiGVi0xUUSOIzJ5py1oPxuX4kKfWYqc1ID-CiFWnM3V0UvEd76hYBprw0EmlBa7-fst6XMtsmUhUw77hB_vST1j3SHihv_cQIC3-WdanZqd3uAD-6Swd8whU8RV5eKSUhEwsSFmlsWJFDGQui0iSvZdLPA/sJDfNHxqnomKLXn6BbZeEPhLot7TSOp7wal1B1QQ-N8),082KTM-White-truck-11.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/VNHpOY28vFa1d2KIHlL9Mw/H56dfCURjuWCLoo1kQ47maZqjqnPfDtdmr6lHWgZ8VbMAZPY1-SAo4BkZ9uewKxPnXl8MZjgJXpQeEKkj9AlJw4SxSyFtiwxHeF8ASvB3LesxT-_4D-OhWV81KdRayjIletF0s-8JI2CS6QSXcHa4OL8Bv85mEwMmudxPjSKbALsHwENI72SubXGTDdMC8M1/84BWlG_9Df3jDVFWRxk7axVEZbiyyXfHwyfSX7szPAE),DSC_0092.JPG (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/RZg8FoP3mX8sd9NXgPLH3w/NN-U1Mhr129QrQGM9nbr4nRCNo8CBQs1Eyh481_oAkfnfU1pGY3q9wgnbWN5BukuwZcDUBzkb3TA9RUx_58mcTdXyr2fOl6TE95z7TrRO8TXeWdSgM-zykU6lefw_FVRWwZ9ZvKjY8tmRh5hcAwjWtMZ55BxOQjIH66ndJoRy8k/Ny_gilZDpAH8eB7q6aAMj63opbotcS97m4vy9TWZ7Aw)",1/14/2026 8:02am,Whipple,082KTM,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=082KTM&prefill_Plate+Issuer=MN%20-%20Minnesota
089BBDH (TN),6,TN - Tennessee,Confirmed ICE,"Dark gray / grey SUV Ford , Dark gray / grey SUV Ford Escape, Gray / grey SUV Ford ","ICE agent(s) seen in vehicle, Tactical gear inside vehicle, Tinted/blacked-out windows, Tinted/blacked-out windows, ICE agent(s) seen in vehicle, Erratic/aggressive driving, ""Intimidation (observing, filming, etc.)""",checked,,"IMG_8288.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/9I6L7QtRMH_Atd0lkDPWRw/xNRcN3rpBlJyzcpEErpClGlDuYAgrl2ItkSnukBRsWoOTnlxIEP_gpwcFPp2i_kzXaPnzVV8E1lNG29u_UVX5HdKFUq1RbDzrLq4R2KQ1hfVYx2ygNQ4yoVM04NwR4qdMfK_3lW-G5sT2eBz1Gn3LRJPwHWP8JEE6ANVKeas7rk/6n8ODsiktuITWQggUQVrbKuHn9DAUdNEKpObBSvK2pU),9fac9b8499d6e8ea2bf0dac63aa5e32571d312884d51b0e0532c7e90702004fb.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/43TMiXADf5BlufsxgN66pw/RR0f408J8GCyFO--vk6tVIO0WUqUl4nYCOxTDSSgzZ2KokVIzRL7zRHikOQNEOAQs71PKDDdnxaZM9845dG1T91-IxI32_hmmEKBOKcWQMe1-U_osjwXY8C3l8hyuO0eRlw2hxVza6q84X9hteVY3o7Rc7BuyZ1x7_FWjqOtt0Ij-4XgVzMwaDuBzxH52f_Zeld0KLevAJQKV-CUyc9_KyFADcyDenoTitCFfoze48E/UYv252FTXm5WAOTZB5Fd4H5qsF-jg3eP51XA-MMUZhk),e9b0ddacd9faf66332d2436eeb53321c9328b4daedf814c333ffc13fed9f3933.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/RiivOXrwI8M0ogv02EyoOQ/kbsdpUvgKK4BukqOpBfP3BgsRyrxImql__Dy_yFPH55K6AF_7NEvFP9TWeyRCVRuD2HJnsTeAQC4cNki6Bx4x_KYsFqmXu1HjbLpBGRUe0h41pMNvRG_SoIGTjQLWd6l1yNKxOMLzZadlXeuAH5lZslb_sJYOXZnIRbYjLcjt-K_VlI7Z03oRP_KC-eBv_35NNAic5WeO21aHT7Vm4HHjOvC848-wXaEQ5_Lt2vIQCs/E_WjbfucYKCFKfwtaCxh7Wy0iLUm2TMuZmrcoR88e30)",1/13/2026 4:00pm,Whipple,089BBDH,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=089BBDH&prefill_Plate+Issuer=TN%20-%20Tennessee
08DZVJ (FL),1,FL - Florida,Confirmed ICE,White SUV Toyota 4Runner,"ICE agent(s) seen in vehicle, ICE decals/insignia, Tinted/blacked-out windows",checked,,,1/16/2026 9:52am,,08DZVJ,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=08DZVJ&prefill_Plate+Issuer=FL%20-%20Florida
08U9C9 (NV),1,NV - Nevada,Confirmed ICE,White SUV  ,ICE agent(s) seen in vehicle,checked,,,1/14/2026 8:11am,,08U9C9,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=08U9C9&prefill_Plate+Issuer=NV%20-%20Nevada
09498RF (MI),1,MI - Michigan,Confirmed ICE,White Minivan Chrysler ,ICE agent(s) seen in vehicle,checked,,"369d212108a6b8cd1e465ee3bc97b29df3b7304d72b430b17752fb4f23b1ae28.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/nch_Ila9R6Ag2NYobu6Vjw/3Xasb93nAR_L--1iQ1caZSIjD2j31bqtAknTL82vwtm4I_30NKfa8sQWLEAAxbwErFN7hkXo23mH2HPw9rXI3EG4ciAjeIVLRAt7L9TaiFCdwpILZXNyu0ZVEug08ydXXZOVu5EJzQLvMTqVafTAlvDfnNwx3stK-VJyWr98xBy9f8Wu7Q6X6KgihGsz0qP3vOrvb48YxCBJQalmx3mftlKAKdCAjbUMx1wCmrVuLwg/0lytoH9mSLyDKKvsq9X3BUYOHTpgqU51Qn-IEEa1Ed8),7dac792d8c8e9735595a429aadbbc4622e860aa0d202c6889b1cda38cdf8d051.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/XtOLapPjj3vW8Cpsc7kEBQ/KXBvD5MTXNqrPwzRK737skvCAC_CbkoCJAmt2fesQxvwMoVgzFw9aIRx7plfG6OWYLNo5NQMbXn6y134ttWz6DRis5JbsEaovUDiVpVg7HMLBX7A6lth2mVcfPSx4LkiSGigzd036-gog8kTzzFKigWtETAWu7x5MPAFYbaF-qMTFsHam-v2Ikd-drwlmtxhqKUz1VpPlqhVTLRyjsowZpBbJrwU8oiCUNA5PtRmpgg/7RCLcVZJzsXZDrOl8-E3TFSvFMDyac0LxqxgybnUmSA),367c25530e799134d0d56f0c756e422e29bed2e4c378cbd2b784ad07243b842e.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/HFiRZqxCCHq6Iu4L16pI9w/1kt5RD_S_Xl0jVbmU5RZzhNAO3-L8KNtrufkXywIjqbmWade2sg9lwtUxT19K1Hgvxwx7g5Mw8GckU3tfN16ogNrjdBwPyaK9yhU5YAcoZ-nbMYISWmnl7F5059A8R1y1XIXCCicy9K_8kv9iIqfHyqNKoS8d6kq1AVSulBSFOGDwjdZWQizq6op0D10KpdyMpn_9ggkQfPuIL2NZq0oa0gqGOy2MJM8ygkQrBDxUvU/41SzytSNXz-ul8xUXuQgMcu-qxlIF1MYxdXrzDaJaYQ)",1/18/2026 8:35am,Whipple,09498RF,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=09498RF&prefill_Plate+Issuer=MI%20-%20Michigan
0BDZVJ (FL),1,FL - Florida,Confirmed ICE,White  Toyota 4Runner,"ICE agent(s) seen in vehicle, Seen in a convoy",checked,,,1/14/2026 8:36am,,0BDZVJ,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=0BDZVJ&prefill_Plate+Issuer=FL%20-%20Florida
103KTE (MN),19,MN - Minnesota,Confirmed ICE,"White SUV Ford Expedition, Silver SUV Ford Expedition, Silver SUV Ford , Gray / grey SUV Ford Expedition, Silver   Expedition, Silver SUV  Expedition, Gray / grey SUV Ford ,    , White SUV Ford , Gray / grey SUV Ford Explorer, White  Ford ","ICE agent(s) seen in vehicle, ICE agent(s) seen in vehicle, ICE agent(s) seen in vehicle",checked,,"IMG_1022.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/wbB3OXePZ3TEDoOvknkOSg/I4ytQspqXw0KqcOyYjLUwjBCl9aBVDsptcbLMH5KkG8fDKFgjBJ1CGuaKiCkw_PPV_fxtpbYnuyUqWdWl62wzCg-qeRcLKXmQ5QvI27Jy-AchQXbzSJF2BHa-cpOP8t0557xVlYgsaZYvcgZPf2rNNoXZiEFLRdRtsD0yoqPpcA/GzPdxDldGjxfklPHCu6ZnzCqMoeYHktW72shyhca1t4),103KTE-gray-SUV-11-icelot_1-3_outgoing.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/YfpsfjuwReTTrPpce-B9qA/QOlbyJYY5PbdoUMSJxHKSj30k_buxKDtEgD0BAFtaCWAIwx_lS_bY1X8uP5cHFYP6ZzfQbiPUWGcK-57aIuBwOSyvR7k1qHSx-QFTU8eDJSQ2nk6jGAd-8x1UiisS0w1792yYcWq7GiXG-2QK7wIsy_W9jG49h0SwKk2csN0C-4YRN-BRA8i-D9z2RIb3QP6UQMWEmHUq4zZK8CNV9r09Q/MprpGPhFZyAUln6zYR8F8DQiadH1DeNMPxefSzogC5c),IMG_2367.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/nBDunW41BybwP5bmCvDgOA/8xxHG4Y6y7NwElhxCzuH_pWuVy8vcUpCR8OjS0v1sgWznmfiE3dvRi1820jIjVEyS_vRFiliViMWU1AxIFTlL3ug-M5QSCU0U7pcv448slkHTB92IDrhF58sjZuL4EyfcpZnLC3hGAv9o6XQJfSztt9LTXfM7Z2gowMrVJRgFeI/rVwVIrwH_HKwGM2SiXzswiElO7-gv-48cgcdVv100ww),716cf9012b1f2a917e28ee57767f33742b10b05cd67123facc019a218c9a4e08.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/nzPUWUIqoJJvj0a-MyR7ng/BOT4n2B5c6O7N8JcYJW0pn9j-XTafg6LzMMDyPhj3ZHf9ye-Lek6_k9M5mNSvSxw0TIcNuzaXiue7s03033PfOveraAXQa5OXxV9XvQXUkUCAaj5oRn-RQUexMylre10NGZXwVzOO0SxzNJTt5zXP5aYvO60ZWU1_ck6M13UAUC7y3w97UDjRnFknHgJbRa2iZiCef3IRCIyZkHSuVrbh_nFPIOzadz4pJg9m8wrDHQ/BE4JmwFQjUm61sMYp-i1ClXVVXtNihPpoJPazaYb2Yk)",1/18/2026 8:08am,Whipple,103KTE,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=103KTE&prefill_Plate+Issuer=MN%20-%20Minnesota
103KTF (MN),1,MN - Minnesota,Highly suspected ICE,Silver SUV Ford Expedition,,checked,,signal-2026-01-12-151312.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/3sbHk5x_8jjTv9l3kRfrGw/M8vg-Sf7QaTmFJx7ZgBacFIbPWFadvBu6NSoi0anl-fR-JoJNMk-7ehh2ODfA-4R4Y7SnXyXClTIFkZsFr22WXF1tALh0dquY99KrJZnNSjYo6YA1by4XI98nI3QXyeBlgOm67Z8BWxLPyDhENjj2KEn3yzOhquiTZg_CW7a2oEwzSl11sA3MI5nfz7lGySX/zxqU_NXFljYxYTWPIFmBHl0vEoBu98FDw_NzLmdi_Ow),1/12/2026 3:13pm,Whipple,103KTF,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=103KTF&prefill_Plate+Issuer=MN%20-%20Minnesota
10444317,1,,Confirmed ICE,Black Crossover Ford ,"ICE agent(s) seen in vehicle, Missing license plate(s), Obscured/tinted license plate(s)",,,,1/14/2026 11:00am,,10444317,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=10444317
109308 (IL),2,IL - Illinois,Confirmed ICE,"Silver SUV Ford , Gray / grey SUV Ford Explorer",ICE agent(s) seen in vehicle,checked,,signal-2026-01-16-123928_002.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/hl34HGyeq4qL0cev5kCHaQ/F7o0irY-UBDDdmHmpPjW6FfgE3W-3ZhVLCqzvZO3SV4NqdBhlwqL1ctKBwt-FV4A3Zl-znBkJy0gO8YlJzYT7_KrpfHG281dCPBy0knmJ2eFia7HgpHzBBF_kYSA8pyKoMTWxxx_nNKwPPrMZp7S0tV08A7ebTVB8InICY1EA3l2sDRF_-5S1fzobKiv_8f8/LVUwOQRxWOrV9YelgRdXmkCgUKCUihk-J1gHQjjw79Q),1/16/2026 12:39pm,Whipple,109308,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=109308&prefill_Plate+Issuer=IL%20-%20Illinois
